image_id;strategy;precision;recall;f1;strategy;precision;recall;f1;strategy;precision;recall;f1
MoNuSeg/gt/TCGA-B0-5711-01Z-00-DX1.png;moments;0.9966367713004485;0.49720357941834453;0.6634328358208955;otsu;0.9965870307167235;0.48965902738960315;0.656671664167916;triangle;0.9967177242888403;0.5095078299776287;0.6743153219837158
MoNuSeg/gt/TCGA-FG-A4MU-01B-01-TS1.png;moments;0.9052863436123348;0.6401869158878505;0.7500000000000001;otsu;0.9037199124726477;0.6433021806853583;0.7515923566878981;triangle;0.9071274298056156;0.6572769953051644;0.7622504537205081
MoNuSeg/gt/TCGA-B0-5698-01Z-00-DX1.png;moments;0.9852216748768473;0.4421518054532056;0.6103763987792472;otsu;0.9861963190184049;0.4745387453874539;0.6407573492775287;triangle;0.9802867383512545;0.39985380116959063;0.5680166147455867
MoNuSeg/gt/TCGA-IZ-8196-01A-01-BS1.png;moments;0.9514018691588785;0.63625;0.7625468164794008;otsu;0.949814126394052;0.63875;0.7638266068759344;triangle;0.9496268656716418;0.63625;0.7619760479041916
MoNuSeg/gt/TCGA-G9-6362-01Z-00-DX1.png;moments;0.7700729927007299;0.31075110456553756;0.4428121720881427;otsu;0.7631578947368421;0.29765395894428154;0.4282700421940928;triangle;0.8319783197831978;0.48119122257053293;0.6097318768619663
MoNuSeg/gt/TCGA-G9-6348-01Z-00-DX1.png;moments;0.7326732673267327;0.2977867203219316;0.4234620886981402;otsu;0.71875;0.27380952380952384;0.39655172413793105;triangle;0.7476923076923077;0.5436241610738255;0.6295336787564767
MoNuSeg/gt/TCGA-CU-A0YN-01A-02-BSB.png;moments;0.9294117647058824;0.44299065420560746;0.6;otsu;0.960691823899371;0.5813510941960038;0.7243627741553054;triangle;0.9643962848297214;0.5938989513822688;0.7351032448377581
MoNuSeg/gt/TCGA-G9-6356-01Z-00-DX1.png;moments;0.907563025210084;0.49390243902439024;0.6396841066140176;otsu;0.913312693498452;0.44561933534743203;0.5989847715736041;triangle;0.9033018867924528;0.5956454121306376;0.7179006560449858
MoNuSeg/gt/TCGA-21-5784-01Z-00-DX1.png;moments;0.9494584837545126;0.48390064397424104;0.6410725167580743;otsu;0.9346534653465347;0.43223443223443225;0.5911083281152161;triangle;0.9772727272727273;0.6005586592178771;0.7439446366782007
MoNuSeg/gt/TCGA-EJ-A46H-01A-03-TSC.png;moments;0.9017094017094017;0.5918653576437588;0.7146486028789162;otsu;0.9018789144050104;0.6084507042253521;0.7266610597140454;triangle;0.898406374501992;0.6397163120567376;0.7473073736536868
MoNuSeg/gt/TCGA-AO-A0J2-01A-01-BSA.png;moments;0.6288659793814433;0.329136690647482;0.4321133412042503;otsu;0.7949438202247191;0.5473887814313346;0.6483390607101946;triangle;0.8065395095367848;0.574757281553398;0.6712018140589568
MoNuSeg/gt/TCGA-AY-A8YK-01A-01-TS1.png;moments;0.9927667269439421;0.5312046444121916;0.692089505200126;otsu;0.9912023460410557;0.4900918318028033;0.6558861578266494;triangle;0.9938704028021016;0.549636803874092;0.7078266292485188
MoNuSeg/gt/TCGA-HT-8564-01Z-00-DX1.png;moments;0.7017543859649122;0.30612244897959184;0.42628774422735344;otsu;0.6927374301675978;0.31876606683804626;0.4366197183098592;triangle;0.64375;0.6023391812865497;0.622356495468278
MoNuSeg/gt/TCGA-RD-A8N9-01A-01-TS1.png;moments;0.9937888198757764;0.5381165919282511;0.6981818181818182;otsu;0.9949031600407747;0.5473920358945598;0.7062228654124458;triangle;0.995069033530572;0.5659001682557487;0.7214873078298177
MoNuSeg/gt/TCGA-ZF-A9R5-01A-01-TS1.png;moments;0.8701594533029613;0.5197278911564626;0.6507666098807495;otsu;0.91;0.6301939058171745;0.7446808510638298;triangle;0.8886509635974305;0.5684931506849316;0.6934001670843776
MoNuSeg/gt/TCGA-KB-A93J-01A-01-TS1.png;moments;0.9971126082771896;0.5131253095591877;0.6775670372792675;otsu;0.9972850678733032;0.5463559742191373;0.7059577194106341;triangle;0.9955908289241623;0.5600198412698413;0.7168253968253969
